index,Cattle_ID,Breed,Country,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Milk_Yield_L
1948,CATTLE_001949,Girolando,BR,Tropical,Extensive,40,506.2,1,Mid,298,Pasture_Grass,9.1,2,high,high,4.2,7.0,11.0,26.5,38.1,Spring,0.54,no,yes,0.0,low,8,2023-09-17,FARM_0931,0.0
1997,CATTLE_001998,Holandes,BR,Temperado,Mixed,137,546.4,1,Mid,323,Hay,3.3,1,high,medium,4.6,8.4,12.7,13.5,72.4,Autumn,0.52,no,yes,12.6,ok,12,2022-01-08,FARM_0454,11.12
2006,CATTLE_002007,Girolando,BR,Subtropical,Intensive,36,378.1,5,Mid,334,Pasture_Grass,3.0,4,medium,low,8.2,8.6,10.8,37.5,35.4,Autumn,0.33,yes,yes,4.68,ok,12,2022-10-09,FARM_0754,4.52
2015,CATTLE_002016,Jersey,BR,Subtropical,Intensive,69,306.7,3,Late,63,Silage,15.6,5,medium,medium,4.4,9.1,7.8,28.7,50.1,Autumn,0.75,yes,yes,10.19,ok,24,2023-05-24,FARM_0463,12.07
2027,CATTLE_002028,Girolando,BR,Temperado,Semi_Intensive,143,477.6,1,Late,268,Crop_Residues,8.8,5,high,low,2.7,7.5,18.0,37.4,38.6,Monsoon,0.71,yes,no,4.36,ok,12,2023-11-30,FARM_0233,3.9
2054,CATTLE_002055,Jersey,BR,Arid,Intensive,86,718.9,3,Mid,83,Mixed_Feed,12.7,1,high,low,3.1,8.2,14.5,26.8,62.6,Monsoon,0.76,yes,no,6.79,ok,8,2023-07-16,FARM_0715,7.85
2064,CATTLE_002065,Holandes,BR,Subtropical,Semi_Intensive,26,539.6,1,Late,42,Green_Fodder,17.3,1,medium,high,10.8,5.7,9.3,-0.9,77.1,Summer,0.39,yes,no,7.17,high,12,2023-10-28,FARM_0770,6.46
2067,CATTLE_002068,Girolando,BR,Temperado,Mixed,54,717.6,4,Mid,127,Mixed_Feed,8.3,1,high,high,7.5,7.0,5.3,14.8,35.5,Spring,0.59,yes,no,22.85,ok,12,2024-09-01,FARM_0677,25.97
2074,CATTLE_002075,Girolando,BR,Subtropical,Mixed,46,526.5,3,Late,180,Pasture_Grass,8.4,1,high,high,7.9,8.0,9.8,-2.3,71.5,Monsoon,0.72,yes,yes,0.0,low,12,2023-10-14,FARM_0738,0.0
2102,CATTLE_002103,Girolando,BR,Subtropical,Semi_Intensive,87,261.7,5,Early,363,Dry_Fodder,4.0,4,high,low,7.2,11.2,15.6,30.3,58.8,Monsoon,0.89,no,yes,11.2,high,8,2024-09-01,FARM_0521,13.06
2104,CATTLE_002105,Girolando,BR,Tropical,Pastoral,103,514.2,2,Late,343,Hay,16.5,4,high,high,4.6,9.8,15.2,20.4,50.4,Summer,0.6,yes,yes,2.68,ok,12,2024-08-21,FARM_0438,2.17
2115,CATTLE_002116,Girolando,BR,Subtropical,Semi_Intensive,35,482.4,5,Mid,156,Green_Fodder,13.7,5,medium,medium,8.8,6.5,7.2,29.9,72.2,Summer,0.69,yes,yes,4.02,ok,12,2022-06-25,FARM_0715,3.36
2131,CATTLE_002132,Jersey,BR,Subtropical,Extensive,41,369.3,6,Early,48,Mixed_Feed,9.7,5,high,medium,3.0,10.4,9.5,20.4,55.3,Spring,0.44,yes,no,2.49,ok,12,2023-06-09,FARM_0643,2.95
2133,CATTLE_002134,Girolando,BR,Arid,Intensive,140,332.6,1,Early,192,Green_Fodder,11.5,3,medium,high,2.7,8.7,12.4,31.8,55.6,Autumn,0.88,yes,yes,10.36,low,8,2023-06-28,FARM_0090,8.75
2169,CATTLE_002170,Holandes,BR,Arid,Mixed,121,505.7,2,Mid,142,Silage,12.7,2,high,low,9.8,8.4,8.7,16.6,55.1,Spring,0.45,no,no,7.97,ok,24,2023-05-25,FARM_0794,6.4
2170,CATTLE_002171,Jersey,BR,Tropical,Intensive,43,480.7,1,Mid,320,Green_Fodder,16.5,2,high,medium,13.7,8.9,7.6,21.3,29.7,Winter,0.83,yes,no,2.21,ok,24,2022-08-29,FARM_0906,3.21
2183,CATTLE_002184,Holandes,BR,Temperado,Semi_Intensive,35,697.6,1,Early,104,Concentrates,11.8,4,high,high,1.0,5.4,15.5,25.6,64.6,Winter,0.95,yes,yes,0.06,high,12,2024-07-17,FARM_0123,1.3
2189,CATTLE_002190,Holandes,BR,Arid,Extensive,100,639.7,1,Late,99,Dry_Fodder,9.1,4,high,high,5.9,5.8,10.1,32.7,54.0,Spring,0.85,yes,yes,11.55,ok,8,2023-07-12,FARM_0455,12.31
2204,CATTLE_002205,Girolando,BR,Tropical,Semi_Intensive,46,275.6,1,Early,338,Silage,16.5,4,high,medium,1.0,8.7,9.8,19.0,50.9,Spring,0.35,yes,no,7.39,low,24,2024-10-15,FARM_0095,8.56
2233,CATTLE_002234,Holandes,BR,Tropical,Pastoral,53,748.0,5,Mid,112,Hay,17.7,2,high,medium,6.2,11.4,9.6,39.2,41.0,Summer,0.97,no,yes,12.62,ok,12,2023-08-16,FARM_0739,13.92
2270,CATTLE_002271,Jersey,BR,Subtropical,Pastoral,75,679.6,1,Late,222,Concentrates,11.1,1,medium,high,4.7,10.4,8.8,35.6,74.9,Spring,0.36,yes,no,4.18,low,12,2023-05-28,FARM_0718,2.13
2272,CATTLE_002273,Jersey,BR,Tropical,Extensive,90,527.9,4,Mid,317,Crop_Residues,11.0,4,medium,high,5.8,6.8,13.7,35.5,67.5,Winter,0.38,no,yes,1.38,ok,12,2023-12-18,FARM_0124,1.78
2290,CATTLE_002291,Girolando,BR,Arid,Pastoral,34,461.8,3,Early,178,Crop_Residues,11.0,3,high,high,3.0,5.6,7.1,26.3,65.1,Monsoon,0.85,yes,yes,12.01,ok,8,2022-01-07,FARM_0751,10.82
2292,CATTLE_002293,Holandes,BR,Arid,Pastoral,48,701.3,4,Mid,276,Concentrates,15.6,4,medium,low,4.9,6.5,9.2,-0.2,34.2,Winter,0.46,yes,yes,9.87,low,12,2022-05-16,FARM_0509,11.22
2336,CATTLE_002337,Jersey,BR,Arid,Pastoral,123,367.2,4,Mid,353,Crop_Residues,18.6,2,medium,medium,7.0,9.9,5.8,25.1,48.4,Monsoon,0.81,no,yes,5.67,ok,12,2024-06-06,FARM_0410,5.98
2355,CATTLE_002356,Jersey,BR,Subtropical,Intensive,25,514.7,6,Early,137,Dry_Fodder,10.3,5,high,medium,8.5,8.8,10.7,37.8,73.0,Monsoon,0.72,no,yes,5.26,ok,24,2022-03-08,FARM_0261,6.43
2372,CATTLE_002373,Girolando,BR,Arid,Semi_Intensive,136,535.1,2,Late,247,Green_Fodder,10.4,2,high,high,5.8,7.6,9.4,25.1,24.4,Autumn,0.42,yes,yes,4.92,low,12,2022-02-01,FARM_0634,6.33
2384,CATTLE_002385,Holandes,BR,Arid,Pastoral,31,649.1,4,Mid,348,Silage,12.5,4,high,high,9.3,6.4,9.5,11.1,99.7,Spring,0.69,yes,yes,3.18,ok,12,2024-12-14,FARM_0053,4.75
2422,CATTLE_002423,Girolando,BR,Arid,Pastoral,61,456.3,4,Late,138,Crop_Residues,15.1,3,high,high,1.0,8.6,16.1,25.7,67.2,Summer,0.35,no,yes,14.72,low,12,2023-02-17,FARM_0025,16.5
2427,CATTLE_002428,Holandes,BR,Arid,Extensive,137,280.9,1,Mid,74,Silage,14.4,5,high,high,6.0,9.3,11.3,5.8,48.4,Autumn,0.64,yes,no,12.49,ok,8,2022-04-02,FARM_0253,12.02
2442,CATTLE_002443,Jersey,BR,Temperado,Mixed,105,561.1,2,Mid,196,Green_Fodder,13.7,4,high,medium,7.3,7.6,5.0,31.3,31.1,Summer,0.3,yes,yes,14.81,high,12,2024-11-30,FARM_0292,14.24
2449,CATTLE_002450,Jersey,BR,Temperado,Intensive,132,657.3,5,Mid,99,Concentrates,12.3,2,high,medium,8.3,10.9,8.9,23.8,57.4,Autumn,0.48,yes,no,8.51,high,12,2022-01-19,FARM_0853,7.94
2450,CATTLE_002451,Jersey,BR,Subtropical,Pastoral,26,667.4,2,Mid,81,Dry_Fodder,16.6,1,high,high,8.4,11.3,11.9,8.6,45.9,Winter,0.45,no,yes,16.92,ok,12,2024-06-05,FARM_0889,16.71
2458,CATTLE_002459,Holandes,BR,Subtropical,Semi_Intensive,33,337.6,4,Late,227,Crop_Residues,3.0,5,high,high,1.9,5.7,13.0,23.9,66.2,Spring,0.33,yes,no,1.87,low,12,2023-10-05,FARM_0528,0.78
2480,CATTLE_002481,Jersey,BR,Tropical,Extensive,85,381.0,1,Early,340,Hay,5.1,4,medium,high,1.0,7.0,9.4,-0.5,53.8,Autumn,0.44,no,yes,2.59,ok,12,2022-07-03,FARM_0316,2.15
2494,CATTLE_002495,Holandes,BR,Subtropical,Mixed,51,505.9,5,Early,24,Crop_Residues,12.9,4,medium,medium,7.7,6.0,7.5,34.6,41.8,Winter,0.96,yes,yes,5.33,ok,12,2023-08-08,FARM_0352,6.94
2502,CATTLE_002503,Holandes,BR,Temperado,Extensive,107,524.2,2,Late,193,Hay,11.3,1,high,medium,4.2,7.4,13.1,20.9,70.6,Spring,0.67,yes,yes,5.0,ok,12,2023-10-30,FARM_0392,4.67
2506,CATTLE_002507,Jersey,BR,Temperado,Pastoral,134,431.8,6,Late,152,Mixed_Feed,13.4,4,high,high,4.8,7.8,10.7,4.0,42.6,Winter,0.45,no,yes,1.07,low,12,2024-07-26,FARM_0170,0.0
2543,CATTLE_002544,Girolando,BR,Arid,Semi_Intensive,67,556.9,2,Late,345,Pasture_Grass,16.7,2,medium,low,11.0,10.2,5.0,16.2,28.7,Summer,0.94,yes,no,1.83,ok,24,2024-01-03,FARM_0874,1.53
2570,CATTLE_002571,Girolando,BR,Arid,Semi_Intensive,46,426.1,2,Late,232,Concentrates,12.3,2,high,medium,8.3,9.5,15.8,17.0,50.3,Summer,0.68,no,no,0.69,ok,6,2023-12-26,FARM_0831,2.59
2610,CATTLE_002611,Girolando,BR,Arid,Mixed,36,555.8,4,Early,232,Hay,9.2,3,high,high,7.6,9.6,6.3,20.1,41.6,Winter,0.54,no,yes,14.14,ok,12,2024-07-20,FARM_0416,13.66
2623,CATTLE_002624,Holandes,BR,Arid,Semi_Intensive,71,395.9,5,Early,165,Mixed_Feed,11.4,3,high,medium,7.1,8.7,6.2,33.7,83.9,Winter,0.6,yes,no,2.29,ok,12,2022-11-15,FARM_0564,0.66
2632,CATTLE_002633,Girolando,BR,Temperado,Mixed,65,437.5,1,Late,1,Hay,8.5,4,high,high,6.6,7.5,13.1,33.6,47.6,Summer,0.78,yes,yes,15.96,ok,12,2023-09-10,FARM_0472,15.82
2638,CATTLE_002639,Jersey,BR,Temperado,Extensive,57,645.0,1,Late,108,Hay,12.2,2,medium,high,3.1,8.1,9.5,24.5,60.7,Spring,0.44,yes,yes,4.77,low,12,2024-10-17,FARM_0372,5.01
2681,CATTLE_002682,Jersey,BR,Tropical,Pastoral,92,588.4,6,Mid,247,Silage,15.4,5,medium,low,5.4,7.5,8.4,32.0,35.5,Monsoon,0.44,yes,yes,4.35,ok,8,2023-12-23,FARM_0157,7.07
2682,CATTLE_002683,Holandes,BR,Arid,Semi_Intensive,82,734.8,1,Mid,117,Silage,13.2,1,medium,medium,14.0,6.0,5.0,9.2,79.3,Winter,0.8,yes,no,27.33,high,12,2023-02-25,FARM_0108,26.6
2683,CATTLE_002684,Girolando,BR,Subtropical,Mixed,66,396.5,5,Late,351,Hay,11.9,4,medium,high,1.0,7.9,12.8,17.9,58.3,Autumn,0.5,no,yes,14.02,ok,12,2022-04-30,FARM_0134,11.48
2709,CATTLE_002710,Jersey,BR,Tropical,Pastoral,76,693.8,3,Early,160,Hay,8.5,5,low,high,2.8,8.1,5.0,12.3,41.8,Summer,0.76,no,no,2.82,ok,12,2024-11-11,FARM_0973,2.51
2713,CATTLE_002714,Holandes,BR,Subtropical,Intensive,69,705.8,6,Late,283,Mixed_Feed,15.6,3,medium,high,11.1,7.2,11.4,16.5,47.5,Winter,0.53,yes,yes,4.78,high,24,2022-06-20,FARM_0497,3.59
2715,CATTLE_002716,Jersey,BR,Subtropical,Semi_Intensive,121,322.5,5,Mid,126,Crop_Residues,10.3,2,high,medium,6.8,4.9,8.8,22.9,62.0,Winter,0.68,yes,no,10.42,high,12,2024-06-12,FARM_0148,9.74
2716,CATTLE_002717,Girolando,BR,Arid,Mixed,52,525.6,1,Mid,106,Crop_Residues,3.8,2,high,medium,13.4,6.9,11.3,15.8,59.9,Autumn,0.34,yes,yes,19.04,ok,12,2022-04-19,FARM_0642,18.45
2723,CATTLE_002724,Holandes,BR,Tropical,Intensive,56,701.1,2,Mid,333,Pasture_Grass,16.4,4,high,medium,4.6,9.2,17.0,17.8,100.0,Summer,0.8,no,no,4.27,low,12,2024-02-02,FARM_0487,3.28
2775,CATTLE_002776,Girolando,BR,Temperado,Extensive,109,305.7,1,Mid,347,Mixed_Feed,19.2,2,high,high,3.9,10.4,10.3,18.7,62.6,Spring,0.9,yes,yes,2.94,ok,8,2022-10-26,FARM_0561,0.94
2782,CATTLE_002783,Jersey,BR,Arid,Intensive,105,608.5,6,Mid,164,Concentrates,15.1,4,medium,medium,5.9,8.5,8.6,32.5,51.7,Spring,0.93,yes,no,3.43,ok,24,2023-08-12,FARM_0245,3.32
2823,CATTLE_002824,Girolando,BR,Subtropical,Pastoral,27,733.4,3,Mid,162,Concentrates,16.0,5,high,medium,7.1,9.2,10.2,36.5,21.4,Spring,0.71,yes,yes,6.14,ok,12,2024-05-04,FARM_0582,6.74
2829,CATTLE_002830,Holandes,BR,Temperado,Pastoral,52,556.8,5,Late,257,Concentrates,9.9,2,high,high,10.9,7.3,7.2,24.9,49.1,Spring,0.48,yes,no,6.63,ok,12,2022-08-14,FARM_0486,7.55
2848,CATTLE_002849,Girolando,BR,Temperado,Intensive,68,343.8,5,Mid,54,Green_Fodder,14.2,1,low,medium,1.8,6.0,16.2,11.6,77.2,Summer,0.32,yes,no,7.1,ok,8,2022-07-11,FARM_0306,6.35
2917,CATTLE_002918,Girolando,BR,Tropical,Mixed,71,445.8,4,Early,310,Concentrates,10.5,2,high,high,1.6,8.8,6.5,34.0,60.8,Autumn,0.82,yes,no,2.87,ok,8,2023-03-04,FARM_0295,2.06
2934,CATTLE_002935,Girolando,BR,Temperado,Extensive,87,567.1,5,Late,118,Concentrates,12.3,3,low,high,6.1,10.1,11.6,18.9,61.4,Autumn,0.36,yes,no,8.92,ok,12,2024-11-03,FARM_0818,12.8
2961,CATTLE_002962,Jersey,BR,Subtropical,Pastoral,63,322.9,2,Early,101,Silage,13.6,3,medium,low,6.1,11.0,9.3,36.7,62.9,Spring,0.37,yes,yes,7.7,low,8,2023-04-14,FARM_0124,6.2
2962,CATTLE_002963,Girolando,BR,Temperado,Extensive,44,527.4,6,Early,195,Silage,11.0,3,medium,high,6.3,4.0,8.4,27.5,39.9,Spring,0.5,yes,no,8.83,ok,8,2024-11-07,FARM_0320,8.91
2985,CATTLE_002986,Girolando,BR,Arid,Mixed,115,290.2,3,Late,335,Silage,6.7,3,high,high,2.9,5.3,5.0,33.0,90.6,Autumn,0.47,yes,no,9.2,ok,12,2023-01-09,FARM_0196,7.86
2999,CATTLE_003000,Holandes,BR,Subtropical,Mixed,124,692.3,1,Mid,165,Mixed_Feed,7.3,1,medium,high,1.5,8.9,10.9,13.0,52.9,Summer,0.34,yes,yes,19.58,ok,12,2023-05-24,FARM_0263,19.57
3006,CATTLE_003007,Girolando,BR,Tropical,Mixed,27,502.1,2,Early,112,Dry_Fodder,11.9,3,high,medium,10.1,9.7,6.9,5.1,24.8,Summer,0.58,no,yes,5.0,ok,12,2022-07-15,FARM_0906,3.74
3018,CATTLE_003019,Girolando,BR,Arid,Semi_Intensive,139,544.0,5,Late,111,Green_Fodder,8.7,5,high,medium,1.0,6.6,9.4,40.0,62.3,Summer,0.71,yes,no,13.79,low,12,2022-12-05,FARM_0382,14.56
3048,CATTLE_003049,Girolando,BR,Tropical,Intensive,48,350.6,4,Early,350,Dry_Fodder,12.2,1,medium,low,6.2,9.1,16.0,26.0,18.5,Monsoon,0.42,no,no,2.74,ok,12,2022-03-25,FARM_0408,4.11
3049,CATTLE_003050,Jersey,BR,Arid,Intensive,94,404.5,4,Early,145,Dry_Fodder,17.7,4,high,medium,6.9,5.6,12.5,26.6,73.5,Summer,0.99,yes,yes,23.38,high,12,2024-07-11,FARM_0434,24.61
3087,CATTLE_003088,Jersey,BR,Arid,Pastoral,125,309.2,6,Late,279,Hay,12.0,2,medium,high,4.5,7.1,6.2,25.6,82.5,Summer,0.32,yes,no,1.85,high,12,2023-02-05,FARM_0652,3.38
3097,CATTLE_003098,Jersey,BR,Tropical,Extensive,128,406.2,3,Mid,117,Hay,9.7,2,medium,medium,9.2,8.8,6.4,12.0,57.3,Monsoon,0.7,no,no,11.68,high,12,2022-10-21,FARM_0441,10.14
3121,CATTLE_003122,Holandes,BR,Arid,Pastoral,63,439.4,1,Early,364,Green_Fodder,10.4,5,high,high,7.5,6.1,14.7,29.8,44.8,Autumn,0.3,yes,yes,4.48,ok,8,2024-01-14,FARM_0414,5.51
3125,CATTLE_003126,Holandes,BR,Subtropical,Mixed,56,667.4,6,Mid,267,Concentrates,9.5,2,medium,medium,1.0,8.4,8.3,16.4,54.3,Spring,0.55,no,no,8.86,high,12,2024-01-01,FARM_0339,9.59
3132,CATTLE_003133,Girolando,BR,Subtropical,Intensive,122,625.1,4,Mid,354,Dry_Fodder,19.9,2,high,high,4.4,7.8,8.5,5.5,37.5,Autumn,0.64,yes,no,6.23,ok,12,2024-06-25,FARM_0559,6.4
3141,CATTLE_003142,Jersey,BR,Arid,Mixed,27,680.3,3,Early,11,Green_Fodder,10.2,3,medium,high,6.1,9.1,7.6,43.2,68.8,Spring,0.55,yes,no,11.29,high,12,2023-04-18,FARM_0778,11.41
3142,CATTLE_003143,Jersey,BR,Arid,Semi_Intensive,63,644.5,5,Early,255,Dry_Fodder,10.5,5,high,high,10.6,7.9,10.0,-1.2,54.7,Spring,0.95,no,no,3.98,high,12,2023-01-03,FARM_0741,4.64
3208,CATTLE_003209,Jersey,BR,Subtropical,Semi_Intensive,57,444.2,3,Early,32,Hay,11.1,3,high,medium,10.1,8.7,16.4,24.2,34.9,Monsoon,0.41,yes,yes,20.48,ok,12,2024-11-30,FARM_0748,20.23
3214,CATTLE_003215,Holandes,BR,Subtropical,Mixed,33,263.9,3,Mid,357,Crop_Residues,8.3,4,medium,high,5.6,12.0,6.7,16.9,66.5,Autumn,0.63,yes,yes,4.98,low,12,2023-10-27,FARM_0746,4.73
3234,CATTLE_003235,Holandes,BR,Arid,Pastoral,78,569.0,3,Mid,214,Hay,14.1,5,high,high,9.2,7.7,14.1,40.2,68.4,Winter,0.36,yes,yes,0.24,ok,12,2023-05-18,FARM_0694,2.54
3236,CATTLE_003237,Holandes,BR,Tropical,Mixed,47,290.9,4,Late,19,Pasture_Grass,11.4,2,medium,high,5.7,8.1,6.8,34.3,63.3,Winter,0.79,yes,no,4.31,ok,12,2024-10-11,FARM_0215,6.19
3270,CATTLE_003271,Jersey,BR,Temperado,Pastoral,60,687.7,2,Mid,345,Silage,19.7,1,medium,medium,4.5,11.3,5.1,25.2,43.7,Autumn,0.81,yes,yes,7.43,ok,12,2023-05-04,FARM_0256,4.58
3307,CATTLE_003308,Girolando,BR,Temperado,Semi_Intensive,35,708.7,6,Mid,167,Dry_Fodder,8.4,4,high,medium,5.5,10.1,6.9,27.7,59.9,Summer,0.46,yes,yes,2.65,ok,12,2024-08-15,FARM_0942,1.34
3317,CATTLE_003318,Jersey,BR,Temperado,Extensive,63,286.7,6,Early,91,Green_Fodder,10.0,3,medium,high,4.4,8.7,12.0,37.6,80.7,Monsoon,0.79,no,no,6.36,ok,12,2022-07-26,FARM_0906,5.94
3326,CATTLE_003327,Jersey,BR,Arid,Intensive,72,364.1,4,Late,74,Hay,15.4,2,low,medium,3.4,8.4,8.8,11.5,90.2,Summer,0.43,no,no,10.09,ok,12,2023-04-09,FARM_0343,8.4
3336,CATTLE_003337,Holandes,BR,Tropical,Pastoral,107,399.0,4,Late,161,Silage,12.5,5,medium,medium,8.4,5.9,6.7,21.9,31.0,Monsoon,0.44,yes,yes,12.23,ok,8,2023-04-25,FARM_0042,11.54
3340,CATTLE_003341,Girolando,BR,Arid,Semi_Intensive,120,316.9,1,Mid,352,Silage,16.3,2,high,high,5.6,11.8,10.3,10.1,61.1,Winter,0.37,no,yes,2.64,ok,12,2023-11-01,FARM_0827,2.89
3348,CATTLE_003349,Girolando,BR,Subtropical,Extensive,32,268.7,4,Late,291,Crop_Residues,9.4,2,high,medium,8.0,10.1,6.6,29.5,54.4,Autumn,0.67,yes,yes,4.89,ok,8,2022-10-23,FARM_0889,3.07
3354,CATTLE_003355,Girolando,BR,Tropical,Semi_Intensive,106,562.0,1,Mid,28,Mixed_Feed,17.2,2,medium,low,9.8,8.3,13.2,19.0,51.3,Summer,0.34,no,yes,3.31,ok,8,2023-01-31,FARM_0912,3.8
3361,CATTLE_003362,Jersey,BR,Subtropical,Intensive,28,622.7,4,Early,41,Pasture_Grass,11.9,4,high,medium,4.2,7.5,12.6,24.9,91.1,Winter,0.42,no,no,6.17,ok,6,2023-06-09,FARM_0287,4.87
3377,CATTLE_003378,Girolando,BR,Arid,Mixed,64,482.2,1,Mid,123,Dry_Fodder,21.8,1,high,medium,8.3,10.3,12.4,33.8,45.5,Spring,0.86,yes,no,8.36,ok,12,2024-02-28,FARM_0006,8.13
3391,CATTLE_003392,Jersey,BR,Temperado,Pastoral,129,676.4,3,Late,1,Crop_Residues,4.2,5,medium,high,6.1,10.6,11.2,4.4,73.4,Winter,0.56,yes,yes,4.54,ok,12,2024-05-02,FARM_0914,7.14
3400,CATTLE_003401,Girolando,BR,Subtropical,Semi_Intensive,61,719.6,2,Mid,161,Green_Fodder,6.0,2,medium,high,1.7,5.4,11.3,25.8,64.9,Spring,0.49,no,yes,8.37,ok,12,2024-09-26,FARM_0070,5.79
3401,CATTLE_003402,Jersey,BR,Subtropical,Mixed,84,473.7,4,Late,65,Dry_Fodder,5.4,4,high,low,4.9,5.2,7.3,16.0,69.3,Spring,0.42,yes,no,7.41,ok,12,2024-02-21,FARM_0267,6.81
3402,CATTLE_003403,Girolando,BR,Tropical,Extensive,118,699.9,3,Early,348,Mixed_Feed,11.8,1,medium,high,10.5,8.0,13.8,28.2,42.5,Autumn,0.74,yes,yes,4.01,ok,12,2022-03-02,FARM_0360,5.27
3413,CATTLE_003414,Holandes,BR,Temperado,Extensive,43,651.7,3,Early,145,Concentrates,3.3,1,medium,medium,11.6,8.2,12.4,21.0,63.8,Autumn,0.91,yes,yes,0.76,high,12,2022-02-20,FARM_0716,2.06
3415,CATTLE_003416,Holandes,BR,Tropical,Extensive,109,742.9,3,Late,158,Dry_Fodder,20.1,5,low,low,4.9,10.8,11.5,11.1,67.5,Summer,0.86,yes,yes,8.64,ok,6,2022-09-22,FARM_0646,8.89
3434,CATTLE_003435,Holandes,BR,Arid,Pastoral,121,743.5,5,Late,295,Dry_Fodder,6.0,3,medium,high,6.9,7.4,5.0,37.2,60.1,Autumn,0.9,no,yes,4.07,high,12,2024-03-31,FARM_0485,2.85
3480,CATTLE_003481,Jersey,BR,Arid,Pastoral,123,549.1,4,Early,217,Green_Fodder,9.8,1,medium,medium,1.0,4.0,11.8,29.9,80.3,Autumn,0.73,yes,yes,0.0,high,12,2024-05-07,FARM_0703,0.0
3499,CATTLE_003500,Holandes,BR,Tropical,Pastoral,59,698.9,3,Mid,348,Crop_Residues,13.3,5,medium,medium,1.0,8.1,6.5,13.0,74.3,Spring,0.95,no,yes,5.8,low,12,2024-11-04,FARM_0378,5.25
3502,CATTLE_003503,Holandes,BR,Tropical,Mixed,123,404.9,2,Mid,361,Pasture_Grass,12.5,3,medium,medium,7.4,8.8,8.8,18.1,88.6,Monsoon,0.87,no,yes,13.82,high,24,2024-06-02,FARM_0362,9.74
3530,CATTLE_003531,Jersey,BR,Arid,Intensive,119,531.7,6,Late,127,Dry_Fodder,8.4,5,medium,high,5.3,4.0,8.4,45.0,33.8,Winter,0.69,yes,yes,7.73,ok,12,2022-02-14,FARM_0315,6.74
3556,CATTLE_003557,Girolando,BR,Subtropical,Semi_Intensive,100,477.0,1,Mid,343,Mixed_Feed,16.4,5,medium,low,1.0,9.9,11.3,23.1,47.8,Summer,0.67,no,no,11.11,ok,24,2023-12-21,FARM_0339,11.25
3604,CATTLE_003605,Jersey,BR,Tropical,Pastoral,39,544.3,1,Late,127,Green_Fodder,19.2,5,high,medium,4.3,9.1,11.6,40.5,70.5,Autumn,0.75,yes,yes,15.69,low,12,2023-08-25,FARM_0191,16.9
3611,CATTLE_003612,Jersey,BR,Subtropical,Intensive,81,385.4,5,Early,188,Green_Fodder,9.0,2,high,high,7.7,10.3,11.1,3.3,39.5,Summer,0.78,yes,no,7.93,ok,8,2023-11-05,FARM_0604,6.35
3634,CATTLE_003635,Girolando,BR,Arid,Pastoral,132,372.8,4,Mid,40,Concentrates,12.5,4,medium,low,3.0,10.4,14.7,23.9,74.4,Winter,0.86,no,yes,5.43,ok,12,2022-10-01,FARM_0766,4.97
3636,CATTLE_003637,Holandes,BR,Subtropical,Pastoral,67,461.3,4,Early,34,Pasture_Grass,13.1,4,high,high,1.0,9.4,18.0,15.9,61.7,Autumn,0.43,yes,yes,1.71,low,12,2023-06-04,FARM_0896,3.46
3637,CATTLE_003638,Holandes,BR,Subtropical,Intensive,142,557.2,6,Mid,22,Crop_Residues,14.1,5,high,high,8.8,10.7,13.0,22.8,57.9,Monsoon,0.66,no,no,1.05,high,12,2023-09-19,FARM_0632,2.61
3640,CATTLE_003641,Jersey,BR,Temperado,Extensive,113,506.2,3,Early,202,Concentrates,7.2,5,medium,medium,7.6,5.5,14.1,34.4,57.0,Monsoon,0.95,yes,yes,9.22,low,12,2022-09-13,FARM_0995,10.25
3643,CATTLE_003644,Girolando,BR,Subtropical,Pastoral,43,684.8,3,Late,322,Crop_Residues,6.0,4,medium,high,5.8,13.5,14.2,23.4,13.2,Monsoon,0.53,yes,yes,2.84,ok,12,2022-07-19,FARM_0991,3.42
3672,CATTLE_003673,Jersey,BR,Subtropical,Semi_Intensive,135,257.7,5,Late,28,Concentrates,7.9,4,medium,low,4.4,8.9,6.7,28.2,75.1,Summer,0.78,yes,no,0.46,ok,12,2024-09-14,FARM_0831,1.21
3683,CATTLE_003684,Holandes,BR,Tropical,Intensive,125,305.0,6,Late,40,Hay,11.7,4,medium,high,4.3,10.3,10.5,8.5,11.9,Autumn,0.69,no,no,11.9,ok,12,2023-12-04,FARM_0126,10.25
3686,CATTLE_003687,Holandes,BR,Tropical,Extensive,96,565.6,3,Mid,105,Green_Fodder,15.9,5,high,medium,6.1,7.6,5.0,38.8,64.1,Monsoon,0.74,yes,yes,7.51,ok,12,2023-07-17,FARM_0422,7.32
3706,CATTLE_003707,Girolando,BR,Arid,Semi_Intensive,99,609.3,6,Mid,94,Dry_Fodder,12.4,1,high,medium,5.3,10.6,8.9,28.7,69.7,Summer,0.69,yes,yes,20.67,high,12,2024-01-05,FARM_0022,19.17
